Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
1523,WelleCo,The Super Elixir‚Ñ¢ Travel Set,30.0,2,296,3.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,150.0,,the_super_elixir‚ñ¢_travel_set,welleco,welleco_the_super_elixir‚ñ¢_travel_set,
1524,WelleCo,Sleep Welle Fortified Calming Tea,69.0,1,495,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,500.0,,sleep_welle_fortified_calming_tea,welleco,welleco_sleep_welle_fortified_calming_tea,
1525,Vitruvi,Pink Grapefruit Essential Oil,13.0,5,866,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.58,100.0,43.33,pink_grapefruit_essential_oil,vitruvi,vitruvi_pink_grapefruit_essential_oil,
1526,Perricone MD,Skin Booster,55.0,10,3129,4.8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,48.0,,skin_booster,perricone_md,perricone_md_skin_booster,
1527,Vitruvi,Sleep Face & Body Mist,24.0,1,549,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18,500.0,24.0,sleep_face_body_mist,vitruvi,vitruvi_sleep_face_body_mist,Moisturizers
1528,Vital Proteins,Collagen Beauty Glow - Lavender Lemon,54.0,3,450,3.6667,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,122.22,5.4,collagen_beauty_glow_lavender_lemon,vital_proteins,vital_proteins_collagen_beauty_glow_lavender_lemon,
1529,Moon Juice,Night Beauty,65.0,4,978,2.75,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,68.75,21.67,night_beauty,moon_juice,moon_juice_night_beauty,
1530,bkr,Spiked Prenup Glass Water Bottle,45.0,7,2161,3.8571,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.32,55.1,2.81,spiked_prenup_glass_water_bottle,bkr,bkr_spiked_prenup_glass_water_bottle,
1531,Vitruvi,Organic Sweet Orange Essential Oil,13.0,6,621,4.3333,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.97,72.22,43.33,organic_sweet_orange_essential_oil,vitruvi,vitruvi_organic_sweet_orange_essential_oil,
1532,Vitruvi,Organic Peppermint Essential Oil,15.0,2,588,5.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34,250.0,50.0,organic_peppermint_essential_oil,vitruvi,vitruvi_organic_peppermint_essential_oil,
1533,Vital Proteins,Collagen Beauty Glow - Strawberry Lemon,54.0,1,317,1.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,100.0,5.4,collagen_beauty_glow_strawberry_lemon,vital_proteins,vital_proteins_collagen_beauty_glow_strawberry_lemon,
1534,Dr. Brandt Skincare,Antioxidant Water Booster Triple Power Ingestible Water Supplement,39.0,813,2828,3.9496,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0.49,19.5,antioxidant_water_booster_triple_power_ingestible_water_supplement,dr._brandt_skincare,dr._brandt_skincare_antioxidant_water_booster_triple_power_ingestible_water_supplement,
1535,WelleCo,Sleep Welle Fortified Calming Tea Refill,37.0,2,381,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,250.0,,sleep_welle_fortified_calming_tea_refill,welleco,welleco_sleep_welle_fortified_calming_tea_refill,
1536,Four Sigmatic,Mushroom Mocha Mix with Chaga & Cacao,20.0,29,1108,4.8621,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,16.77,11.11,mushroom_mocha_mix_with_chaga_cacao,four_sigmatic,four_sigmatic_mushroom_mocha_mix_with_chaga_cacao,
1537,Vital Proteins,Beauty Collagen - Tropical Hibiscus,32.0,1,495,3.0,11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,300.0,2.78,beauty_collagen_tropical_hibiscus,vital_proteins,vital_proteins_beauty_collagen_tropical_hibiscus,
1538,Moon Juice,Power Dust¬Æ,38.0,9,2067,4.5556,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,50.62,25.33,power_dust¬æ,moon_juice,moon_juice_power_dust¬æ,
1539,Four Sigmatic,Mushroom Lemonade Mix with Charcoal & Chaga,30.0,7,632,4.2857,3.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,61.22,8.5,mushroom_lemonade_mix_with_charcoal_chaga,four_sigmatic,four_sigmatic_mushroom_lemonade_mix_with_charcoal_chaga,
1540,Vitruvi,Geranium Essential Oil,18.0,1,406,4.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,400.0,60.0,geranium_essential_oil,vitruvi,vitruvi_geranium_essential_oil,
1541,Four Sigmatic,Mushroom Matcha Latte Mix with Maitake,20.0,24,1066,4.375,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,18.23,9.52,mushroom_matcha_latte_mix_with_maitake,four_sigmatic,four_sigmatic_mushroom_matcha_latte_mix_with_maitake,
1542,Ouai,Hair Supplement for Oily Scalp,28.0,9,1163,3.1111,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,34.57,,hair_supplement_for_oily_scalp,ouai,ouai_hair_supplement_for_oily_scalp,
1543,Vital Proteins,Beauty Collagen ‚Äì Strawberry Lemon,34.0,12,1379,2.25,7.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,18.75,4.34,beauty_collagen_‚äì_strawberry_lemon,vital_proteins,vital_proteins_beauty_collagen_‚äì_strawberry_lemon,
1544,Vital Proteins,Collagen Beauty Greens,49.0,4,1103,4.5,10.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,112.5,4.73,collagen_beauty_greens,vital_proteins,vital_proteins_collagen_beauty_greens,
1545,WelleCo,Mini Caddy Trio,140.0,1,254,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,500.0,,mini_caddy_trio,welleco,welleco_mini_caddy_trio,
1547,Ouai,Hair Supplement for Thinning Hair,28.0,121,9032,3.9091,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,3.23,,hair_supplement_for_thinning_hair,ouai,ouai_hair_supplement_for_thinning_hair,
1548,Four Sigmatic,Golden Latte Mushroom Mix with Shiitake & Turmeric,20.0,117,1180,2.9231,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,2.5,9.52,golden_latte_mushroom_mix_with_shiitake_turmeric,four_sigmatic,four_sigmatic_golden_latte_mushroom_mix_with_shiitake_turmeric,
1549,Four Sigmatic,Chai Latte Mushroom Mix with Turkey Tail & Reishi,20.0,12,610,3.8333,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,31.94,9.52,chai_latte_mushroom_mix_with_turkey_tail_reishi,four_sigmatic,four_sigmatic_chai_latte_mushroom_mix_with_turkey_tail_reishi,
1550,bkr,Spiked Lala Glass Water Bottle,58.0,14,1655,4.5714,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,32.65,1.81,spiked_lala_glass_water_bottle,bkr,bkr_spiked_lala_glass_water_bottle,
1551,Vital Proteins,Beauty Collagen - Lavender Lemon,32.0,7,739,3.2857,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,46.94,2.96,beauty_collagen_lavender_lemon,vital_proteins,vital_proteins_beauty_collagen_lavender_lemon,
1553,Murad,Hydro-Glow Dietary Supplements,54.0,1,736,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,500.0,,hydro_glow_dietary_supplements,murad,murad_hydro_glow_dietary_supplements,
1554,WelleCo,The Nourishing Protein Travel Set,39.0,1,150,5.0,8.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,500.0,4.8,the_nourishing_protein_travel_set,welleco,welleco_the_nourishing_protein_travel_set,
1555,Perricone MD,Travel Booster,25.0,1,1213,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,500.0,,travel_booster,perricone_md,perricone_md_travel_booster,
1556,Murad,Youth Builder¬Æ Dietary Supplement,59.0,3,1028,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,166.67,,youth_builder¬æ_dietary_supplement,murad,murad_youth_builder¬æ_dietary_supplement,
1557,HUM Nutrition,Big Chill‚Ñ¢ Stress Management Supplement,25.0,51,9810,4.549,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,8.92,,big_chill‚ñ¢_stress_management_supplement,hum_nutrition,hum_nutrition_big_chill‚ñ¢_stress_management_supplement,
1558,SEPHORA COLLECTION,Rose quartz facial massager,20.0,35,6528,3.6857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.54,10.53,,rose_quartz_facial_massager,sephora_collection,sephora_collection_rose_quartz_facial_massager,
1559,Perricone MD,Digestion Booster,50.0,1,569,3.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,300.0,,digestion_booster,perricone_md,perricone_md_digestion_booster,
1560,Vital Proteins,Bone Broth Collagen,65.0,1,373,5.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,500.0,6.5,bone_broth_collagen,vital_proteins,vital_proteins_bone_broth_collagen,
1564,OLEHENRIKSEN,Banana Bright Eye Cr√®me,38.0,2000,126365,4.1532,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.21,76.0,banana_bright_eye_cr√_me,olehenriksen,olehenriksen_banana_bright_eye_cr√_me,
1565,Drunk Elephant,C-Tango Vitamin C Eye Cream,64.0,469,59473,3.7527,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.8,128.0,c_tango_vitamin_c_eye_cream,drunk_elephant,drunk_elephant_c_tango_vitamin_c_eye_cream,Eye Care
1566,Shiseido,Benefiance WrinkleResist24 Intensive Eye Contour Cream,60.0,1000,62205,4.261,0.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.43,117.65,benefiance_wrinkleresist24_intensive_eye_contour_cream,shiseido,shiseido_benefiance_wrinkleresist24_intensive_eye_contour_cream,Eye Care
1567,La Mer,The Eye Concentrate,215.0,109,16056,3.633,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,3.33,430.0,the_eye_concentrate,la_mer,la_mer_the_eye_concentrate,Eye Care
1568,Est√©e Lauder,Advanced Night Repair Eye Supercharged Complex,62.0,210,14169,4.1952,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,2.0,124.0,advanced_night_repair_eye_supercharged_complex,estée_lauder,estée_lauder_advanced_night_repair_eye_supercharged_complex,Eye Care
1569,Drunk Elephant,Shaba Complex‚Ñ¢ Eye Serum,60.0,329,38957,3.7812,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.15,120.0,shaba_complex‚ñ¢_eye_serum,drunk_elephant,drunk_elephant_shaba_complex‚ñ¢_eye_serum,
1570,Kiehl's Since 1851,Creamy Eye Treatment with Avocado,30.0,768,37684,4.2461,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.55,60.0,creamy_eye_treatment_with_avocado,kiehl's_since_1851,kiehl's_since_1851_creamy_eye_treatment_with_avocado,Eye Care
1571,belif,Moisturizing Eye Bomb,48.0,1000,48667,4.5476,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.45,,moisturizing_eye_bomb,belif,belif_moisturizing_eye_bomb,Eye Care
1572,Fresh,Black Tea Firming and De-Puffing Eye Cream,68.0,420,34145,3.9929,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.95,136.0,black_tea_firming_and_de_puffing_eye_cream,fresh,fresh_black_tea_firming_and_de_puffing_eye_cream,Eye Care
1573,Shiseido,Benefiance WrinkleResist24 Pure Retinol Express Smoothing Eye Mask,68.0,380,41478,4.4342,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1.17,,benefiance_wrinkleresist24_pure_retinol_express_smoothing_eye_mask,shiseido,shiseido_benefiance_wrinkleresist24_pure_retinol_express_smoothing_eye_mask,Eye Care
1574,Origins,GinZing‚Ñ¢ Refreshing Eye Cream to Brighten and Depuff,32.0,3000,99998,4.0354,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.13,64.0,ginzing‚ñ¢_refreshing_eye_cream_to_brighten_and_depuff,origins,origins_ginzing‚ñ¢_refreshing_eye_cream_to_brighten_and_depuff,
1575,Tatcha,The Pearl Tinted Eye Illuminating Treatment,48.0,713,49972,4.0421,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.57,120.0,the_pearl_tinted_eye_illuminating_treatment,tatcha,tatcha_the_pearl_tinted_eye_illuminating_treatment,Eye Care
1576,SEPHORA COLLECTION,Brightening Eye Cream ‚Äì Hydrate & Depuff,16.0,88,16638,4.3182,0.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,4.91,23.88,brightening_eye_cream_‚äì_hydrate_depuff,sephora_collection,sephora_collection_brightening_eye_cream_‚äì_hydrate_depuff,
1577,Skinfix,Barrier+ Lipid-Boost 360¬∞ Eye,40.0,7,1575,5.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,71.43,80.0,barrier_lipid_boost_360¬∞_eye,skinfix,skinfix_barrier_lipid_boost_360¬∞_eye,
1578,IT Cosmetics,Bye Bye Under Eye Brightening Eye Cream,48.0,489,43679,3.7689,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.77,96.0,bye_bye_under_eye_brightening_eye_cream,it_cosmetics,it_cosmetics_bye_bye_under_eye_brightening_eye_cream,Eye Care
1579,Dr. Dennis Gross Skincare,Ferulic + Retinol Triple Correction Eye Serum,69.0,335,28043,3.8209,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.14,138.0,ferulic_retinol_triple_correction_eye_serum,dr._dennis_gross_skincare,dr._dennis_gross_skincare_ferulic_retinol_triple_correction_eye_serum,Eye Care
1580,Peter Thomas Roth,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,52.0,140,20762,4.3143,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,3.08,,water_drench_hyaluronic_cloud_hydra_gel_eye_patches,peter_thomas_roth,peter_thomas_roth_water_drench_hyaluronic_cloud_hydra_gel_eye_patches,Eye Care
1581,Peter Thomas Roth,24K Gold Pure Luxury Lift & Firm Hydra-Gel Eye Patches,75.0,188,24618,4.0532,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.16,,24k_gold_pure_luxury_lift_firm_hydra_gel_eye_patches,peter_thomas_roth,peter_thomas_roth_24k_gold_pure_luxury_lift_firm_hydra_gel_eye_patches,Eye Care
1582,First Aid Beauty,FAB Skin Lab Retinol Eye Cream with Triple Hyaluronic Acid,42.0,10,3781,4.8,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,48.0,84.0,fab_skin_lab_retinol_eye_cream_with_triple_hyaluronic_acid,first_aid_beauty,first_aid_beauty_fab_skin_lab_retinol_eye_cream_with_triple_hyaluronic_acid,Eye Care
1583,Dr. Brandt Skincare,needles no more¬Æ NO MORE BAGGAGE‚Ñ¢ eye de-puffing gel,42.0,1000,17351,3.7395,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0.37,84.0,needles_no_more¬æ_no_more_baggage‚ñ¢_eye_de_puffing_gel,dr._brandt_skincare,dr._brandt_skincare_needles_no_more¬æ_no_more_baggage‚ñ¢_eye_de_puffing_gel,
1584,SEPHORA COLLECTION,Eye Mask,5.0,693,34485,4.1804,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.6,,eye_mask,sephora_collection,sephora_collection_eye_mask,Eye Care
1585,Peace Out,Puffy Under-Eye Patches,25.0,187,12643,4.5134,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,2.41,,puffy_under_eye_patches,peace_out,peace_out_puffy_under_eye_patches,Eye Care
1586,LANEIGE,Eye Sleeping Mask,34.0,164,33105,3.9878,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.43,42.5,eye_sleeping_mask,laneige,laneige_eye_sleeping_mask,Eye Care
1587,CLINIQUE,All About Eyes‚Ñ¢ Rich,32.5,1000,48002,4.1588,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.42,65.0,all_about_eyes‚ñ¢_rich,clinique,clinique_all_about_eyes‚ñ¢_rich,
1588,Tatcha,Luminous Deep Hydration Firming Eye Serum,85.0,86,19206,3.9302,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,4.57,170.0,luminous_deep_hydration_firming_eye_serum,tatcha,tatcha_luminous_deep_hydration_firming_eye_serum,Eye Care
1589,Biossance,Squalane + Peptide Eye Gel,54.0,322,31117,3.7484,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.16,108.0,squalane_peptide_eye_gel,biossance,biossance_squalane_peptide_eye_gel,Eye Care
1590,La Mer,The Eye Balm Intense,215.0,30,6251,3.96669999999999,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,13.22,430.0,the_eye_balm_intense,la_mer,la_mer_the_eye_balm_intense,Eye Care
1591,Wander Beauty,Baggage Claim Gold Eye Masks,25.0,214,16793,3.9252,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.83,,baggage_claim_gold_eye_masks,wander_beauty,wander_beauty_baggage_claim_gold_eye_masks,Eye Care
1592,MILK MAKEUP,Cooling Water,24.0,904,70167,3.7876,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.42,20.0,cooling_water,milk_makeup,milk_makeup_cooling_water,Moisturizers
1593,Algenist,Complete Eye Renewal Balm,68.0,821,24272,3.9647,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0.48,136.0,complete_eye_renewal_balm,algenist,algenist_complete_eye_renewal_balm,Eye Care
1594,SK-II,R.N.A. POWER Anti-Aging Eye Cream,135.0,136,8916,4.2279,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,3.11,337.5,r.n.a._power_anti_aging_eye_cream,sk_ii,sk_ii_r.n.a._power_anti_aging_eye_cream,Eye Care
1595,Caudalie,Resveratrol Lift Hyaluronic Acid Eye Lifting Balm,62.0,197,14695,4.0355,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,2.05,124.0,resveratrol_lift_hyaluronic_acid_eye_lifting_balm,caudalie,caudalie_resveratrol_lift_hyaluronic_acid_eye_lifting_balm,Eye Care
1596,Peter Thomas Roth,Cucumber De-Tox‚Ñ¢ Hydra-Gel Eye Patches,48.0,246,28764,4.0813,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.66,,cucumber_de_tox‚ñ¢_hydra_gel_eye_patches,peter_thomas_roth,peter_thomas_roth_cucumber_de_tox‚ñ¢_hydra_gel_eye_patches,
1597,SUNDAY RILEY,Auto Correct Brightening and Depuffing Eye Contour Cream,65.0,302,16454,3.3477,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,1.11,130.0,auto_correct_brightening_and_depuffing_eye_contour_cream,sunday_riley,sunday_riley_auto_correct_brightening_and_depuffing_eye_contour_cream,Eye Care
1598,Perricone MD,Hypoallergenic Firming Eye Cream,72.0,427,8886,4.3888,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,1.03,144.0,hypoallergenic_firming_eye_cream,perricone_md,perricone_md_hypoallergenic_firming_eye_cream,Eye Care
1599,La Mer,The Lifting Eye Serum,255.0,5,4458,3.8,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,76.0,510.0,the_lifting_eye_serum,la_mer,la_mer_the_lifting_eye_serum,Eye Care
1600,Kiehl's Since 1851,Midnight Recovery Eye,37.0,179,29335,3.8045,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,2.13,74.0,midnight_recovery_eye,kiehl's_since_1851,kiehl's_since_1851_midnight_recovery_eye,Eye Care
1601,Fresh,Rose Hydrating Eye Gel Cream,41.0,466,32171,4.2468,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.91,82.0,rose_hydrating_eye_gel_cream,fresh,fresh_rose_hydrating_eye_gel_cream,Eye Care
