Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
794,Skin Inc Supplement Bar,Pure Recovery Dew,45.0,6,942,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.64,66.67,45.0,pure_recovery_dew,skin_inc_supplement_bar,skin_inc_supplement_bar_pure_recovery_dew,Moisturizers
795,KENZOKI,Moisturizing Skin Guardian,45.0,23,1282,3.8696,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.79,16.82,26.47,moisturizing_skin_guardian,kenzoki,kenzoki_moisturizing_skin_guardian,Moisturizers
796,Eve Lom,Radiance Face Oil,80.0,5,1077,4.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,92.0,80.0,radiance_face_oil,eve_lom,eve_lom_radiance_face_oil,Moisturizers
797,Erno Laszlo,White Marble Essence Lotion,72.0,5,847,4.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.59,92.0,10.91,white_marble_essence_lotion,erno_laszlo,erno_laszlo_white_marble_essence_lotion,Moisturizers
798,Dior,One Essential Mist-Lotion,62.0,11,1686,4.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.65,36.36,14.76,one_essential_mist_lotion,dior,dior_one_essential_mist_lotion,Moisturizers
799,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Combination Oily to Oily Skin,50.0,3,464,3.6667,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.65,122.22,29.41,repairwear_laser_focus_line_smoothing_cream_broad_spectrum_spf_15_for_combination_oily_to_oily_skin,clinique,clinique_repairwear_laser_focus_line_smoothing_cream_broad_spectrum_spf_15_for_combination_oily_to_oily_skin,Moisturizers
800,Blithe,InBetween Hydro Priming Cream,45.0,2,396,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.51,200.0,,inbetween_hydro_priming_cream,blithe,blithe_inbetween_hydro_priming_cream,Moisturizers
802,RODIN olio lusso ,Jasmine & Neroli Luxury Face Oil,170.0,11,503,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,45.45,170.0,jasmine_neroli_luxury_face_oil,rodin_olio_lusso,rodin_olio_lusso_jasmine_neroli_luxury_face_oil,Moisturizers
803,LXMI,Pure Nilotica Melt Nourishing Balm-to-Oil,24.0,114,4969,4.5702,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,4.01,48.0,pure_nilotica_melt_nourishing_balm_to_oil,lxmi,lxmi_pure_nilotica_melt_nourishing_balm_to_oil,Moisturizers
804,L'Occitane,Immortelle Divine Extract,120.0,8,1281,4.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.62,56.25,120.0,immortelle_divine_extract,l'occitane,l'occitane_immortelle_divine_extract,Moisturizers
805,NARS,Luminous Moisture Cream,64.0,29,3324,4.4828,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.87,15.46,37.65,luminous_moisture_cream,nars,nars_luminous_moisture_cream,Moisturizers
806,NARS,Aqua Gel Luminous Oil-Free Moisturizer,60.0,50,4955,4.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.01,8.8,35.29,aqua_gel_luminous_oil_free_moisturizer,nars,nars_aqua_gel_luminous_oil_free_moisturizer,Moisturizers
807,Bobbi Brown,Extra Repair Moisturizing Balm,100.0,36,1871,4.3889,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.92,12.19,58.82,extra_repair_moisturizing_balm,bobbi_brown,bobbi_brown_extra_repair_moisturizing_balm,Moisturizers
808,SK-II,Facial Treatment Repair C,170.0,63,2700,4.2857,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,6.8,170.0,facial_treatment_repair_c,sk_ii,sk_ii_facial_treatment_repair_c,Moisturizers
809,Omorovicza,Illuminating Moisturiser,150.0,17,1072,4.2353,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.59,24.91,88.24,illuminating_moisturiser,omorovicza,omorovicza_illuminating_moisturiser,Moisturizers
810,NARS,Restorative Night Treatment ,85.0,13,1427,4.2308,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.91,32.54,88.54,restorative_night_treatment,nars,nars_restorative_night_treatment,Moisturizers
811,Erborian,Eau Ginseng,39.0,18,4486,4.2222,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,23.46,6.09,eau_ginseng,erborian,erborian_eau_ginseng,Moisturizers
812,Shiseido,Future Solution LX Replenishing Treatment Oil,188.0,6,1534,4.1667,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,69.44,75.2,future_solution_lx_replenishing_treatment_oil,shiseido,shiseido_future_solution_lx_replenishing_treatment_oil,Moisturizers
813,boscia,Revitalizing Black Charcoal Hydration Gel,40.0,958,23125,4.1347,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.14,0.43,23.53,revitalizing_black_charcoal_hydration_gel,boscia,boscia_revitalizing_black_charcoal_hydration_gel,Moisturizers
814,Murad,Perfecting Night Cream,59.0,59,2384,4.0847,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.47,6.92,34.71,perfecting_night_cream,murad,murad_perfecting_night_cream,Moisturizers
815,Urban Decay,Naked Skin Bronzing Beauty Balm Broad Spectrum SPF 20,34.0,36,4663,4.0833,1.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,11.34,28.81,naked_skin_bronzing_beauty_balm_broad_spectrum_spf_20,urban_decay,urban_decay_naked_skin_bronzing_beauty_balm_broad_spectrum_spf_20,Moisturizers
816,IT Cosmetics,Anti-Aging Armour‚Ñ¢ Super Smart Skin-Perfecting Beauty Fluid SPF 50+,38.0,120,11229,4.05,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.07,3.37,38.0,anti_aging_armour‚ñ¢_super_smart_skin_perfecting_beauty_fluid_spf_50,it_cosmetics,it_cosmetics_anti_aging_armour‚ñ¢_super_smart_skin_perfecting_beauty_fluid_spf_50,
817,Clarins,Extra‚ÄìFirming Day Cream All Skin Types,86.0,24,1946,4.0417,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.23,16.84,50.59,extra‚äìfirming_day_cream_all_skin_types,clarins,clarins_extra‚äìfirming_day_cream_all_skin_types,
818,Fresh,Cr√®me Ancienne¬Æ Infusion Toner,92.0,8,1857,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.43,50.0,23.0,cr√_me_ancienne¬æ_infusion_toner,fresh,fresh_cr√_me_ancienne¬æ_infusion_toner,
819,Blithe,InBetween Makeup Prep Essence,38.0,2,468,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.43,200.0,,inbetween_makeup_prep_essence,blithe,blithe_inbetween_makeup_prep_essence,Moisturizers
820,Eve Lom,Time Retreat Intensive Night Cream,140.0,1,475,4.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21,400.0,82.35,time_retreat_intensive_night_cream,eve_lom,eve_lom_time_retreat_intensive_night_cream,Moisturizers
821,KENZOKI,Vital-Ice Cream,59.0,5,387,4.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.29,80.0,34.71,vital_ice_cream,kenzoki,kenzoki_vital_ice_cream,Moisturizers
822,Kate Somerville,Daily Deflector‚Ñ¢ Moisturizer Broad Spectrum SPF 50+,48.0,57,4194,3.8246,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,6.71,28.24,daily_deflector‚ñ¢_moisturizer_broad_spectrum_spf_50,kate_somerville,kate_somerville_daily_deflector‚ñ¢_moisturizer_broad_spectrum_spf_50,
823,La Mer,The Moisturizing Matte Lotion,270.0,11,2879,3.8182,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38,34.71,158.82,the_moisturizing_matte_lotion,la_mer,la_mer_the_moisturizing_matte_lotion,Moisturizers
824,St. Tropez Tanning Essentials,Self Tan Luxe Facial Oil,35.0,109,5805,3.6514,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,3.35,35.0,self_tan_luxe_facial_oil,st._tropez_tanning_essentials,st._tropez_tanning_essentials_self_tan_luxe_facial_oil,Moisturizers
825,Kate Somerville,Daily Deflector‚Ñ¢ Waterlight Broad Spectrum SPF 50+ PA+++ Anti-Aging Sunscreen,48.0,71,3108,3.5775,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.28,5.04,28.24,daily_deflector‚ñ¢_waterlight_broad_spectrum_spf_50_pa_anti_aging_sunscreen,kate_somerville,kate_somerville_daily_deflector‚ñ¢_waterlight_broad_spectrum_spf_50_pa_anti_aging_sunscreen,
826,Est√©e Lauder,"Resilience Lift Firming/Sculpting Face and Neck Lotion Broad Spectrum SPF 15, Normal/Combination",82.0,3,784,3.3333,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38,111.11,48.24,"resilience_lift_firming_sculpting_face_and_neck_lotion_broad_spectrum_spf_15,_normal_combination",estée_lauder,"estée_lauder_resilience_lift_firming_sculpting_face_and_neck_lotion_broad_spectrum_spf_15,_normal_combination",Moisturizers
835,Clarins,Double Serum Complete Age Control Concentrate,89.0,391,16293,4.0997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.05,89.0,double_serum_complete_age_control_concentrate,clarins,clarins_double_serum_complete_age_control_concentrate,Treatments
836,Drunk Elephant,C-Firma Vitamin C Day Serum,80.0,1000,135964,4.1097,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.41,80.0,c_firma_vitamin_c_day_serum,drunk_elephant,drunk_elephant_c_firma_vitamin_c_day_serum,Treatments
837,Drunk Elephant,TLC Sukari Babyfacial Mask,80.0,1000,178783,4.4283,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.44,47.34,tlc_sukari_babyfacial_mask,drunk_elephant,drunk_elephant_tlc_sukari_babyfacial_mask,Treatments
838,Drunk Elephant,T.L.C. Framboos‚Ñ¢ Glycolic Night Serum,90.0,1000,144421,4.2968,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.43,90.0,t.l.c._framboos‚ñ¢_glycolic_night_serum,drunk_elephant,drunk_elephant_t.l.c._framboos‚ñ¢_glycolic_night_serum,
839,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,158.0,2000,154923,4.3046,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.22,92.94,good_genes_all_in_one_lactic_acid_treatment,sunday_riley,sunday_riley_good_genes_all_in_one_lactic_acid_treatment,Treatments
840,SK-II,Facial Treatment Essence,179.0,788,68880,4.0622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.14,0.52,,facial_treatment_essence,sk_ii,sk_ii_facial_treatment_essence,Moisturizers
841,Est√©e Lauder,Advanced Night Repair Synchronized Recovery Complex II Duo,168.0,11,12952,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,45.45,,advanced_night_repair_synchronized_recovery_complex_ii_duo,estée_lauder,estée_lauder_advanced_night_repair_synchronized_recovery_complex_ii_duo,Treatments
842,OLEHENRIKSEN,Truth Serum¬Æ,49.0,4000,171521,4.2454,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.11,49.0,truth_serum¬æ,olehenriksen,olehenriksen_truth_serum¬æ,
843,The Ordinary,AHA 30% + BHA 2% Peeling Solution,7.2,210,38876,4.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,2.29,7.2,aha_30_bha_2_peeling_solution,the_ordinary,the_ordinary_aha_30_bha_2_peeling_solution,Treatments
844,The Ordinary,"""Buffet""",14.8,468,78360,4.1581,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.89,14.8,"""buffet""",the_ordinary,"the_ordinary_""buffet""",Treatments
845,The Ordinary,Niacinamide 10% + Zinc 1%,5.9,634,83066,4.2429,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.67,5.9,niacinamide_10_zinc_1,the_ordinary,the_ordinary_niacinamide_10_zinc_1,Treatments
846,Drunk Elephant,A-Passioni‚Ñ¢ Retinol Cream,74.0,467,54090,4.3276,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.93,74.0,a_passioni‚ñ¢_retinol_cream,drunk_elephant,drunk_elephant_a_passioni‚ñ¢_retinol_cream,
847,Peace Out,Microneedling Dark Spot Brightening Dots,28.0,213,26012,3.94839999999999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,1.85,,microneedling_dark_spot_brightening_dots,peace_out,peace_out_microneedling_dark_spot_brightening_dots,Treatments
848,Dr. Dennis Gross Skincare,Alpha Beta¬Æ Extra Strength Daily Peel,88.0,2000,92304,4.5534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0.23,,alpha_beta¬æ_extra_strength_daily_peel,dr._dennis_gross_skincare,dr._dennis_gross_skincare_alpha_beta¬æ_extra_strength_daily_peel,
849,Glow Recipe,Pineapple-C Brightening Serum,49.0,357,12791,4.5238,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,1.27,49.0,pineapple_c_brightening_serum,glow_recipe,glow_recipe_pineapple_c_brightening_serum,Treatments
850,The Ordinary,Hyaluronic Acid 2% + B5,6.8,501,84567,4.1896,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.84,6.8,hyaluronic_acid_2_b5,the_ordinary,the_ordinary_hyaluronic_acid_2_b5,Moisturizers
851,Drunk Elephant,B-Hydra‚Ñ¢ Intensive Hydration Serum,52.0,1000,75143,4.1762,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.42,30.77,b_hydra‚ñ¢_intensive_hydration_serum,drunk_elephant,drunk_elephant_b_hydra‚ñ¢_intensive_hydration_serum,
852,The Ordinary,Caffeine Solution 5% + EGCG,6.7,401,57034,3.99249999999999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.0,6.7,caffeine_solution_5_egcg,the_ordinary,the_ordinary_caffeine_solution_5_egcg,Treatments
853,La Mer,The Concentrate,370.0,61,15710,3.9344,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39,6.45,370.0,the_concentrate,la_mer,la_mer_the_concentrate,Treatments
854,Tatcha,Violet-C Brightening Serum 20% Vitamin C + 10% AHA,88.0,1000,44326,4.5497,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0.45,88.0,violet_c_brightening_serum_20_vitamin_c_10_aha,tatcha,tatcha_violet_c_brightening_serum_20_vitamin_c_10_aha,Treatments
855,The Ordinary,The No-Brainer Set,29.0,52,25917,4.5769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8.8,,the_no_brainer_set,the_ordinary,the_ordinary_the_no_brainer_set,Treatments
856,Kiehl's Since 1851,Clearly Corrective‚Ñ¢ Dark Spot Solution,52.0,174,27192,3.6839,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.64,2.12,52.0,clearly_corrective‚ñ¢_dark_spot_solution,kiehl's_since_1851,kiehl's_since_1851_clearly_corrective‚ñ¢_dark_spot_solution,
857,Peace Out,Acne Healing Dots,19.0,1000,61219,4.2638,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.43,,acne_healing_dots,peace_out,peace_out_acne_healing_dots,Treatments
858,Est√©e Lauder,Advanced Night Repair Synchronized Recovery Complex II,98.0,540,72661,4.3463,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.74,0.8,57.65,advanced_night_repair_synchronized_recovery_complex_ii,estée_lauder,estée_lauder_advanced_night_repair_synchronized_recovery_complex_ii,Treatments
859,La Mer,The Treatment Lotion,150.0,77,16514,4.3247,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,5.62,30.0,the_treatment_lotion,la_mer,la_mer_the_treatment_lotion,Treatments
860,Drunk Elephant,Rise + Glow‚Ñ¢ Duo,23.0,560,127519,4.1036,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.44,0.73,,rise_glow‚ñ¢_duo,drunk_elephant,drunk_elephant_rise_glow‚ñ¢_duo,
861,Drunk Elephant,NightBright‚Ñ¢ Duo,28.0,619,124048,4.2084,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.68,,nightbright‚ñ¢_duo,drunk_elephant,drunk_elephant_nightbright‚ñ¢_duo,
862,GLAMGLOW,SUPERMUD¬Æ Activated Charcoal Treatment Mask,59.0,5000,235409,4.2189,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0.08,34.71,supermud¬æ_activated_charcoal_treatment_mask,glamglow,glamglow_supermud¬æ_activated_charcoal_treatment_mask,
863,The Ordinary,Granactive Retinoid* 2% Emulsion,9.8,303,69956,4.6403,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,1.53,9.8,granactive_retinoid*_2_emulsion,the_ordinary,the_ordinary_granactive_retinoid*_2_emulsion,Treatments
864,Volition Beauty,Strawberry-C Brightening Serum,42.0,81,14810,4.3951,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,5.43,42.0,strawberry_c_brightening_serum,volition_beauty,volition_beauty_strawberry_c_brightening_serum,Treatments
865,SUNDAY RILEY,A+ High-Dose Retinol Serum,85.0,92,19917,4.4239,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,4.81,85.0,a_high_dose_retinol_serum,sunday_riley,sunday_riley_a_high_dose_retinol_serum,Treatments
866,Lanc√¥me,Advanced G√©nifique Youth Activating Serum,105.0,1000,41278,4.4907,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0.45,62.13,advanced_g√_nifique_youth_activating_serum,lanc√¥me,lanc√¥me_advanced_g√_nifique_youth_activating_serum,
867,Dr. Jart+,Cicapair ‚Ñ¢ Tiger Grass Color Correcting Treatment SPF 30,52.0,1000,68346,4.2025,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.42,30.59,cicapair_‚ñ¢_tiger_grass_color_correcting_treatment_spf_30,dr._jart,dr._jart_cicapair_‚ñ¢_tiger_grass_color_correcting_treatment_spf_30,
868,SUNDAY RILEY,Luna Retinol Sleeping Night Oil,105.0,1000,112116,4.1146,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.41,88.98,luna_retinol_sleeping_night_oil,sunday_riley,sunday_riley_luna_retinol_sleeping_night_oil,Moisturizers
869,Kiehl's Since 1851,Midnight Recovery Concentrate,49.0,566,66439,4.3233,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.76,49.0,midnight_recovery_concentrate,kiehl's_since_1851,kiehl's_since_1851_midnight_recovery_concentrate,Moisturizers
870,Caudalie,Vinoperfect Radiance Serum,79.0,2000,59511,4.2488,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0.21,79.0,vinoperfect_radiance_serum,caudalie,caudalie_vinoperfect_radiance_serum,Treatments
871,Dr. Dennis Gross Skincare,Alpha Beta¬Æ Universal Daily Peel,88.0,943,44769,4.5016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.48,,alpha_beta¬æ_universal_daily_peel,dr._dennis_gross_skincare,dr._dennis_gross_skincare_alpha_beta¬æ_universal_daily_peel,
872,FARS√ÅLI,Skintune Blur Perfecting Primer Serum,54.0,336,51705,3.878,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.15,54.0,skintune_blur_perfecting_primer_serum,fars√åli,fars√åli_skintune_blur_perfecting_primer_serum,
873,The Ordinary,Salicylic Acid 2% Solution,5.3,358,62632,4.3184,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,1.21,5.3,salicylic_acid_2_solution,the_ordinary,the_ordinary_salicylic_acid_2_solution,Treatments
874,The Ordinary,Lactic Acid 10% + HA 2%,6.8,185,57991,4.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,2.49,6.8,lactic_acid_10_ha_2,the_ordinary,the_ordinary_lactic_acid_10_ha_2,Treatments
